44 465 532 652 41 698 9 208 2185 596
106 45 68 1395 9 200 172 670 2048 2476
991 4 86 2619 264 494 4 1524 406 2054
2023 421 45 141 1298 8 2793 244 281 267
734 1106 906 663 123 848 950 2591 546 1644
129 435 45 670 1387 1518 105 536 316 316
129 105 1778 744 2148 1 400 150 129 657
744 407 588 23 61 2237 86 886 517 3043
93 663 1099 114 1344 591 328 131 1076 2125
238 920 4 4 238 1660 2443 523 523 2235
125 98 4 4 150 364 523 430 2182 2803
105 1116 1717 1012 506 172 430 560 247 1040
670 166 49 393 44 505 323 86 401 52
247 114 146 105 500 1245 534 1106 1713 1167
278 61 1529 983 981 256 350 207 316 51
10 172 172 61 455 2833 581 17 1692 536
1349 105 1132 421 2133 105 316 373 940 940
2069 418 421 359 715 171 179 2211 1264 2211
105 1 1847 114 28 93 989 4 2056 245
257 670 105 179 232 516 516 180 117 172
715 41 219 27 516 743 838 1158 950 532
125 106 1242 98 128 240 30 1897 536 382
2045 247 507 500 1106 518 1651 2016 1969 950
28 285 336 165 612 65 179 517 909 318
247 274 318 432 238 527 575 1581 516 279
339 189 848 500 169 662 421 105 771 129
1236 125 23 23 615 41 89 105 832 717
125 65 412 1457 1663 465 1264 2236 59 353
105 93 105 185 6 2016 1887 2056 1196 1241
45 105 886 532 4 453 523 2583 2318 406
670 69 4 527 2089 350 1000 45 44 51
245 76 238 39 1167 353 1845 542 2056 2055
105 1928 306 2569 257 471 995 421 634 1546
1561 1546 284 1861 946 1906 2274 2316 663 1498
125 49 917 6 24 407 289 1059 684 1656
161 52 44 983 27 471 105 983 798 1844
4 24 876 105 532 854 430 232 532 1486
532 6 243 983 135 11 98 245 135 377
1231 98 1562 946 483 1257 165 687 419 190
45 247 698 51 1119 93 1713 268 388 1934
8 45 361 21 114 2788 480 1713 268 294
51 125 20 89 421 863 2823 2841 526 471
105 525 69 1252 238 1901 470 634 649 49
114 6 244 41 317 98 2565 39 534 1830
1337 2534 41 1613 98 5 471 79 133 173
4 4 832 4 2016 350 268 318 69 407
267 867 2016 69 238 517 2016 2016 752 2062
247 105 516 61 924 886 154 932 375 259
105 125 4 23 93 1271 564 518 518 532
238 516 1417 238 402 502 989 1163 430 1163
2496 6 866 536 30 51 316 185 1201 373
104 129 98 789 284 6 135 19 318 415
284 52 1201 105 169 718 930 440 106 1110
1495 247 343 105 30 105 135 105 316 316
1116 1605 27 125 2249 1348 407 560 961 247
274 65 284 185 6 1065 20 597 798 610
41 2355 65 86 1299 355 281 2486 480 507
125 1546 1146 538 107 610 125 1523 1466 548
24 129 662 435 245 125 715 1229 10 720
5 316 1259 393 756 10 824 205 207 105
435 238 525 284 861 1158 873 1000 2323 523
316 883 93 250 2178 174 974 560 2228 1450
529 230 1245 287 86 542 2915 388 388 2056
45 1717 643 85 148 798 284 187 213 14
511 85 276 8 805 669 689 357 1302 1311
93 23 306 105 896 789 353 789 863 863
105 1668 734 733 874 98 539 897 45 643
1881 610 274 1002 1116 715 278 133 715 217
135 23 6 114 4 69 407 1255 534 1158
52 24 105 892 6 165 832 2437 1878 2579
435 105 469 6 128 44 44 86 190 1254
27 4 244 318 238 1163 542 534 1881 838
670 322 45 93 93 177 52 560 421 1
267 28 500 407 617 152 477 971 920 931
863 114 832 350 542 93 2318 854 886 957
257 238 518 950 32 861 854 1255 406 532
1841 529 1993 98 593 546 174 185 516 316
135 316 146 931 184 190 546 518 597 609
513 85 105 1430 69 1201 652 179 1934 294
2434 500 238 98 991 278 1227 556 1037 606
1006 961 548 1006 21 530 789 185 185 264
45 274 243 52 49 2790 24 168 2471 247
1522 191 2324 318 517 517 791 39 306 232
454 1870 39 49 105 4 517 455 2233 2132
1521 265 1015 1631 753 2564 518 950 993 337
125 128 1467 278 52 2517 453 445 445 1926
662 662 2719 492 2561 24 135 117 505 804
421 52 128 45 205 24 1518 1762 10 12
50 41 468 51 720 652 139 442 788 704
469 2309 1252 487 117 795 85 632 2467 832
607 105 70 220 869 930 791 532 4 177
697 135 245 244 712 117 366 983 516 832
448 111 65 257 105 1854 105 1521 135 185
747 2569 1107 105 105 373 560 105 432 339
105 322 6 133 630 1915 789 145 185 185
98 350 922 238 1163 893 546 112 798 112
1452 105 1025 281 105 146 1286 588 896 588
6 516 125 832 2131 39 2016 4 4 1172
1127 548 2646 1116 49 832 2237 406 838 69
2476 1107 1116 1151 125 2211 1264 1644 757 281
244 663 238 520 893 930 546 1934 652 105
45 1219 356 6 393 139 789 1165 3165 105
125 532 278 123 19 1257 1022 1421 353 791
920 832 832 2211 1969 1319 327 1238 1454 339
670 500 85 41 2277 882 1849 219 2165 1159
341 429 2582 273 532 1106 1713 69 1886 873
1457 24 105 105 525 369 1926 179 517 517
125 105 105 994 698 406 69 542 388 98
105 882 741 525 5 1756 2823 69 533 545
69 4 4 430 994 406 1172 2718 516 3212
105 129 1289 547 776 24 2044 598 175 175
200 105 93 600 500 893 893 2089 854 3248
652 458 1259 453 946 445 399 980 287 2233
125 49 172 105 421 798 2249 154 353 1093
1163 125 23 734 1349 238 873 518 2778 832
946 93 93 105 518 4 1172 1854 529 674
245 238 187 278 2009 4 542 542 2034 517
129 1910 216 65 6 2836 46 86 983 619
178 695 1349 45 1752 767 105 832 832 500
501 1086 1119 734 471 471 910 34 264 2156
538 2703 284 734 27 663 278 278 278 513
886 6 1167 124 11 720 581 1843 1116 1116
214 525 4 500 500 71 2935 583 723 2049
1121 610 51 1349 135 383 553 465 284 1870
433 975 28 2382 193 207 105 1560 421 168
125 114 278 766 1065 237 530 128 178 41
8 500 350 350 532 407 294 174 873 542
45 1015 525 308 1845 523 886 238 1160 69
105 377 1062 8 447 548 715 178 23 366
10 1163 143 618 41 2170 41 653 5 199
128 418 98 950 15 421 662 2045 247 3
105 39 128 257 590 965 128 695 1457 339
861 2125 238 4 2383 118 445 861 1233 341
125 2131 105 189 832 174 832 532 1525 2578
6 316 756 169 393 111 961 454 1521 441
1541 326 715 105 796 1941 22 536 536 1615
421 135 110 105 421 2280 41 597 1047 609
2620 128 6 1242 45 69 350 1000 2318 534
154 125 41 23 6 2023 644 2625 545 214
23 441 238 663 110 6 798 425 113 714
98 135 744 500 2591 532 407 2591 517 899
45 105 105 278 1311 800 52 6 125 128
421 111 6 44 6 721 58 6 169 144
85 1167 44 438 4 500 4 520 174 185
1084 39 959 69 86 2016 32 517 517 32
105 183 105 950 542 32 517 517 381 1146
6 30 376 407 1245 545 789 876 876 353
125 259 114 1290 377 980 588 227 1967 1094
877 2170 644 1901 96 244 306 930 2263 468
129 744 886 125 416 125 128 125 133 665
39 69 105 518 2324 2575 950 1486 832 174
2049 547 721 798 278 1553 703 749 214 991
2749 125 169 318 41 86 174 238 1969 3104
10 105 965 123 93 89 172 8 715 55
226 961 832 4 174 3024 893 2089 1486 1486
224 906 185 1536 105 789 30 536 105 30
125 125 238 284 471 281 1654 484 41 11
959 260 105 65 1122 1541 652 867 1000 185
128 378 670 2536 247 529 1080 854 886 168
158 656 4 500 500 2016 69 500 1969 534
523 4 4 532 893 1713 69 950 1886 2684
496 105 9 193 105 86 51 1845 232 909
45 6 1883 105 1558 86 1395 2209 1286 204
6 52 2132 350 2016 86 2131 388 1934 915
421 2627 6 273 105 989 22 105 105 40
